Place Name,Latitude,Longitude,Rating,User_Total_Rating,Types,Address,Place_ID,Compound_Code,Global_Code
Amar Hospital Ltd.,24.0118292,90.3764165,3.6,43,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJO09ovw7EVTcRkPrOJMOkAFM,"M86P+WF Chakpotighat, Bangladesh",7MMGQ93G+WH
Kingston Hospital,23.7415841,90.3764363,3.6,72,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJx0afbcvGVTcRFWb00DEdaxE,"M87V+9V Daulatpur, Bangladesh",7MMGR9HG+RH
Japan East West Medical College Hospital,23.4698392,90.3765297,4.8,21,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJJTRR4pvFVTcRcXNQwbkfuLQ,"M8G5+GP Tamphat, Bangladesh",7MMGV9VG+PJ
Dr.A. R. Khan Hospital Ltd.,24.0516529,90.3768269,0,0,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJC6G_jKy4VTcRpsrvisYFba8,"M8M2+VV Bot Tala, Bangladesh",7MMGQ94G+5P
Update Dental College & Hospital,22.6752016,90.3771347,3.7,40,"['hospital', 'university', 'health', 'point_of_interest', 'establishment']",not found,ChIJZVupgXfEVTcRG4ZC3pvDs2I,"M8M5+VC Ruhitpur, Bangladesh",7MMGV9VG+8V
Update Dental College & Hospital,22.8312767,90.3771347,3.7,40,"['hospital', 'university', 'health', 'point_of_interest', 'establishment']","Aichi Nagar, Khayertek, Turag, 1711,, Dhaka",ChIJZVupgXfEVTcRG4ZC3pvDs2I,"M8P4+GW Kapilmuni, Bangladesh",7MMGV9VG+8V
Kamrangirchar 31 Bed Hospital,23.3216148,90.3771706,4.2,5,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJP0_nCdW4VTcR3Hyp7jhYARU,"M8R5+4H Kapilmuni, Bangladesh",7MMGP98G+VV
TMSS Razia Begum Maternity & General Hospital-টিএমএমএস রাজীয়া বেগম ম্যাটারনিটি অ্যান্ড জেনারেল হাসপাতাল,23.5804424,90.3776728,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Padarhat to Ekotarhat,ChIJN-3D3087VTcR2yZMC0rAwfM,"M8R5+4J Kapilmuni, Bangladesh",7MJGR9PH+P3
Belal Sarker Hospital,22.8590623,90.3776979,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Sreepur Upazila,ChIJFxC9t4N2VjcRySAiA7y8mjo,"M8RF+JW Parul, Bangladesh",7MPG59XH+C3
National livestock training institute & veterinary hospital,24.112142,90.3781083,2,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJm6X0zEHZVTcRuTJ4UKLLzvY,"M944+7F Chakpotighat, Bangladesh",7MPG495H+P6
BGB Hospital,24.1911399,90.3781372,4.2,61,"['hospital', 'health', 'point_of_interest', 'establishment']",not found,ChIJy055dtK4VTcRXR0ZbHEr8vE,"M968+88 Langolbandh, Bangladesh",7MMGP9GH+R7
