,Place Name,Latitude,Longitude,Rating,User_Total_Rating,Types,Address,Place_ID,Compound_Code,Global_Code
1441,Union Parishad Hospital,24.9403832,91.311312,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",,ChIJExW6hF7WUDcRmWQ1k2--HmA,"W8R6+5G Muktakhai, Bangladesh",7MPHW8R6+5G
1456,Union Health and Family Welfare Center,24.505819199999998,91.2832223,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Baniachong - Azmiriganj Road, Shibpasha",ChIJ8c89KH1LUTcRcjlzYbJCip4,"G74M+87 Shibpasha, Bangladesh",7MPHG74M+87
1458,"Union Health and Family Welfare Center, Chapartala, Nasirnagar",24.188153399999997,91.27954709999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJhy_QCVtVUTcRsq3Zf7c7jqo,"57QH+7R Khandura, Bangladesh",7MPH57QH+7R
1459,Chapartala Union Health and Family Welfare Center,24.188286399999996,91.2793141,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Nasirnagar Upazila,ChIJ125FBKNVUTcR_vsayccb6Co,"57QH+8P Khandura, Bangladesh",7MPH57QH+8P
1471,Union Health and Family Welfare Center,23.1641229,91.273105,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJpSpjtkdjUzcREOFYpK1Rwec,,
1479,Union Health and Family Welfare Center,24.5848525,91.2629865,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Sulla,ChIJNTk8gOk1UTcRGJfvFhIK8Kc,"H7M7+W5 Jalsukha, Bangladesh",7MPHH7M7+W5
1504,Bijbag Union Health and Family Welfare Center,22.9220338,91.229422,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Bijbag,ChIJr7XTV0BfUzcRfhTx3IZyBh8,"W6CH+RQ Bijbag, Bangladesh",7MJHW6CH+RQ
1508,Lakhai Union Health Center,24.2893815,91.2137968,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']","Lakhai, Madna",ChIJXcjjEtNSUTcRLrQApcjuKLA,"76Q7+QG Bamai, Bangladesh",7MPH76Q7+QG
1509,"Union Sub-Health Center, Shahjadapur, Sarail, Brahmanbaria.",24.0880557,91.2121379,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","shahjadapur,sarail, ব্রাহ্মণবাড়ীয়া",ChIJJeoqKH7_UzcR3CxEcYwqgHs,"36Q6+6V Shahzadapur, Bangladesh",7MPH36Q6+6V
1531,Gokarna Union Health Family Welfare Center,24.139547600000004,91.1890945,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Nasirnagar Upazila,ChIJafvJEXmrVjcRxxPFk-qPynU,"45QQ+RJ Gokarna, Bangladesh",7MPH45QQ+RJ
1552,Shahbazpur Union Health Sub Center,24.0457436,91.1670948,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Shahbazpur Town,ChIJk0Uz3SwBVDcRpnmpwSlXwF0,"25W8+7R Shahbazpur Town, Bangladesh",7MPH25W8+7R
1557,Union Health and Family Welfare Center,23.4317521,91.15367140000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","South Comilla, Haratoli, Sadar",ChIJ0foDaUB_VDcRwG-Fm7jHkSE,,
1558,Bijoypur Union Parishad Hospital,23.4315773,91.15301059999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Haratoli, Cumilla",ChIJtQy2pVh_VDcR5Gnjls42VPc,,
1559,Union Health and Family Planning Center,22.866898100000004,91.1513402,5,3,"['hospital', 'health', 'point_of_interest', 'establishment']",A519,ChIJIcx4FtynVDcRs2tHpF3ZkZQ,"V582+QG Sadullapur, Bangladesh",7MJHV582+QG
1560,"Union Health and Family Welfare Center, Noagaon",24.0738598,91.1484324,5,5,"['hospital', 'health', 'point_of_interest', 'establishment']",Noagaon,ChIJS63Pm9oBVDcRxnhe-81MTA4,"34FX+G9 Noagaon, Bangladesh",7MPH34FX+G9
1562,Durgapur Union Health and Family Welfare Center,22.9578296,91.147103,4.2,5,"['hospital', 'health', 'point_of_interest', 'establishment']",Durgapur,ChIJ2VnwBpuhVDcRbrjlaJX27gU,"X45W+4R Durgapur, Bangladesh",7MJHX45W+4R
1576,Burirchar Union Health Clinic,22.197314499999997,91.1327663,5,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Burir Char,ChIJpWurxRFnqzARoOz_W6M7378,"54WM+W4 Burir Char, Bangladesh",7MJH54WM+W4
1592,Dhaki Union Health and Family Welfare Center,24.4484973,91.1215787,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Charigram bajar, মিঠামইন",ChIJb_E5x_S3VjcRo4Jf6-OFUjc,"C4XC+9J Atpasa, Bangladesh",7MPHC4XC+9J
1594,Daki Union Heath Complex,24.448521799999998,91.12145340000001,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Mithamain Upazila,ChIJM0OLHNC3VjcRLTG1sQLyBag,"C4XC+CH Atpasa, Bangladesh",7MPHC4XC+CH
1614,Baduir Union Health & Family Care Center,23.804727800000002,91.1102293,3,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJMa1ebg8NVDcRZM8WidjLWw4,"R436+V3 Manderpur, Bangladesh",7MMHR436+V3
1658,Union Heath Complex Guvendo Pur,23.1822553,91.09256309999999,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Hashir par to Angaria ,Dogaiya, Mella Road",ChIJPSs0AtSaVDcRhaWmZywhaso,"53JV+W2 Ashirpar, Bangladesh",7MMH53JV+W2
1677,Chargachh Union Complex Hospital,23.810802,91.086639,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Kasba Upazila,ChIJe-eCOqYNVDcR_OTNNUmZhso,"R36P+8M Chargachh, Bangladesh",7MMHR36P+8M
1685,Nadna Union Health and Family Welfare Center,23.0621089,91.0774383,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","A097, Nadana",ChIJfzuixv2ZVDcRJx6jhyx7QEE,,
1707,Araisidha Union health care,24.0334642,91.0298918,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Ashuganj Upazila,ChIJX9D-zBQbVDcRgbkEtjdwpps,"22MH+9X Ashuganj, Bangladesh",7MPH22MH+9X
1708,Yusufpur Union Hospital,23.6699868,91.0272304,1,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Maheshpur Road, Yousufpur",ChIJH4EWCg5tVDcRbhw6spvvUZU,,
1710,15 Barkamata Union Health and Family Welfare Center,23.494360500000003,91.0161825,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Barkamta,ChIJz8S-KGJlVDcRPKZJ8TLsUg4,,
1712,Alairpur Union Health Center,22.9353634,91.01302740000001,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Begumgonj, Alayarpur - Sultanpur Road, আলাইয়ারপুর",ChIJtWSEzRm9VDcRsN6xxDnqaRA,"W2P7+46 Alayarpur, Bangladesh",7MJHW2P7+46
1715,Joyag Union Health Center,23.0643965,91.0115331,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Joyag,ChIJ0bTvNEyXVDcRwZYUhJY0ZQQ,"3276+QJ Joyag, Bangladesh",7MMH3276+QJ
1733,Union Health and Family Welfare Center,23.925687300000003,90.9930819,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Krishnanagar,ChIJQwrDq3kRVDcR1Qbjk0WjpXg,"WXGV+76 Krishnanagar, Bangladesh",7MMGWXGV+76
1759,Baliardi Union Parishod Health Center,24.2076859,90.9772488,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Bajitpur Upazila,ChIJi6gCoDahVjcRl29FzYiCd0g,"6X5G+3V Baliardi, Bangladesh",7MPG6X5G+3V
1772,Union Health Centre,24.1970755,90.96580970000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJRS776SWhVjcRJmgfeElG804,"5XW8+R8 Fulbaria, Bangladesh",7MPG5XW8+R8
1777,Union Health Care Center,23.0842843,90.9573662,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",11 No. Bridge-Bodolkot Road,ChIJD0OMm3GUVDcR8tW6-pMmSD8,"3XM4+PW Badalkote, Bangladesh",7MMG3XM4+PW
1778,Aingiri Union Health and Family Welfare Center,23.321614800000003,90.9560094,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Aingiri Bazar Road,ChIJX7y7YwWLVDcROlyJyhfqnr8,"8XC4+JC Aingiri, Bangladesh",7MMG8XC4+JC
1785,Union Health & Family Welfare Centre নবীনগর পশ্চিম ইউনিয়ন স্বাস্থ ও পরিবার কল্যাণ কেন্দ্র,23.903621899999997,90.95071170000001,5,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Nabinagar Upazila,ChIJHSOS3LcXVDcR_P1JlKmIJ24,"WX32+C7 Nabinagar, Bangladesh",7MMGWX32+C7
1792,Union Health And Family Welfare Center,23.306775199999997,90.94772569999999,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Unnamed Road, Rahimanagar",ChIJK1QrQZ-LVDcR839nX8FsfZ8,"8W4X+P3 Rahimanagar, Bangladesh",7MMG8W4X+P3
1797,Dampara Union Health and Family Welfare Center,24.3520611,90.9448276,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Nikli Upazila,ChIJuZ08xEO9VjcR-yxu3wB7nKI,"9W2V+RW Nikli, Bangladesh",7MPG9W2V+RW
1803,Char Algi Union Health and Family Welfare Center,22.674681699999997,90.9344031,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Ramgati Upazila,ChIJychYi0W1VDcRsHXokcswdLk,"MWFM+VQ Char Alexander, Bangladesh",7MJGMWFM+VQ
1809,Bholakot Union Health & Family Welfare Centre,23.1179105,90.9299377,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Teory Bazar-Nolchara-Bhatra Bazar Road, Bhatra",ChIJOTbnRyyTVDcRrbcF0m_WAEQ,"4W9H+5X Bhatra, Bangladesh",7MMG4W9H+5X
1813,Jawar Union Health Center,24.5746286,90.92261529999999,5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJzVmfElvBVjcRr2VcyGmfDcY,"HWFF+V2 Jawar, Bangladesh",7MPGHWFF+V2
1815,Bholakote Union Health and family Welfare Center,23.1080824,90.92249670000001,4.5,4,"['hospital', 'health', 'point_of_interest', 'establishment']","Ramganj Upazila, Teory Bazar,Bholakot",ChIJz4L-_EKTVDcRh-9_NnpkOc0,"4W5C+6X Teory, Bangladesh",7MMG4W5C+6X
1818,Kamalla Union Health Clinic,23.690889600000002,90.9153845,3.7,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Kamalla Bazar Road,ChIJJYMEYW1qVDcRWTD-OKudCt0,,
1825,Darora Union Health and Family Welfare Hospital,23.612164800000002,90.9062437,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Muradnagar Upazila,ChIJQ-SXgBlpVDcRBZSaFR-aNE8,,
1826,Union Health Center,24.2965824,90.90559990000001,3,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Nikli Upazila,ChIJZxC34neYVjcRhnR6q8GuXQ4,"7WW4+J6 Athara Baria, Bangladesh",7MPG7WW4+J6
1863,Faridpur Union Hospital,24.113693100000003,90.8640736,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Faridpur, Faridpur Ananda Bazar, Faridpur Anando Bazar - Saysuti Bazar Road",ChIJ7TUyQvQgVDcRw4RHr0zuE3M,"4V77+FJ Belabo, Bangladesh",7MPG4V77+FJ
1878,Palakhal union health & family welfare centre,23.385540600000002,90.8578154,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Gauripur - Kachua Road, Doati",ChIJ2x3CU91fVDcRBCmbAt6p984,"9VP5+64 Doati, Bangladesh",7MMG9VP5+64
1880,Palakhal Model Union Health and Family Welfare Center,23.3852451,90.8576937,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Gauripur - Kachua Road, গৌরীপুর",ChIJRT6CcntfVDcRMIikW2Isj8w,"9VP5+33 Doati, Bangladesh",7MMG9VP5+33
1887,Charand Union Health Center,23.6907493,90.85412099999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","চারন্দের, বটতলী বাজার, হোমনা",ChIJ7QnIFyNBVDcRwkChAn5wKfE,,
1894,Gharmora Union Health and Family Welfare Center,23.6774076,90.8495542,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Monipur, Dhaka",ChIJwxqYX4lBVDcRlvoJjqrXyZA,,
1896,"Union health & FWC,manikkhali,katiadi",24.2967532,90.8488058,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Katiadi - Manikkhali Road,ChIJPTfwm0eZVjcRPcLgDIy4Qc4,"7RWX+PG Purura, Bangladesh",7MPG7RWX+PG
1911,Mumurdia Union Health and Family Welfare Center.,24.2820198,90.8297645,3.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Mumurdia,ChIJU5z3wyOZVjcRc5udfN6jvmc,"7RJH+RW Bethoir, Bangladesh",7MPG7RJH+RW
1912,Bitara Union Health Center,23.413127399999997,90.82929240000001,1,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Majigacha,ChIJiTJsRFFZVDcRInOnqATPuwk,"CR7H+7P Taguria, Bangladesh",7MMGCR7H+7P
1921,Patuli Union Health and Family Walfare Centre,24.158617800000002,90.8090469,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Behind 5 tola building, Poradia Bazar",ChIJKbMJoludVjcRMW0kcLBwrxg,"5R55+CJ Poradia Bazar, Bangladesh",7MPG5R55+CJ
1927,Hasan Nagar Union Sast Complex,22.470829600000002,90.7999353,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Borhanuddin Upazila,ChIJG5cBzOQxqzARJ3mx3RnNoc8,"FQCX+8X Mirzakalu, Bangladesh",7MJGFQCX+8X
1928,Mohinanda Union Health and Family Welfare Center,24.468239800000003,90.7996775,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Kishoreganj Sadar Upazila,ChIJF14AxTqTVjcRgFi-sxPGQMA,"FQ9X+7V Barkhapan, Bangladesh",7MPGFQ9X+7V
1932,Maska Union Hospital,24.6625063,90.7978043,2,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Z3608,ChIJiTWjuv3uVjcRMiFjvVoZWUQ,"MQ7X+24 Maska, Bangladesh",7MPGMQ7X+24
1937,"Union Health and Family Planning Centre, Rowailbari Amtala",24.623886499999998,90.7893177,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Kendua Upazila,ChIJJUwAyM_vVjcROLbtxGUSLE0,"JQFQ+HP Amtala Digar, Bangladesh",7MPGJQFQ+HP
1943,Mathavanga Union Hospital,23.656573,90.7869816,3.5,4,"['hospital', 'health', 'point_of_interest', 'establishment']","Katpotti Mathavanga Road, Mathavanga",ChIJi_EEL9JFVDcRZorXwRIFWoE,,
1963,Charpata Union Health Center,23.058327399999996,90.7797178,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJJUM8C7bpVDcRcODDU6GmdY4,"3Q5H+8V Keroa, Bangladesh",7MMG3Q5H+8V
1983,Ayubpur Union Family Planning Hospital,23.9715038,90.7545725,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Unnamed Road,ChIJcR3DDfolVDcRMkEc-dvf3rQ,"XQC3+JR Shaspur, Bangladesh",7MMGXQC3+JR
1995,Masua Union Health Center,24.2779492,90.74139140000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Mosua Bazar Road,ChIJxWYEgC6FVjcRjieobAJ7YYQ,"7PHR+5H চেয়ারম্যানবাড়ি, Bangladesh",7MPG7PHR+5H
2022,"Union Health & Family Welfare Center, Shukundi",24.1244557,90.7105267,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Monohardi Upazila,ChIJN2CbZfgpVDcR6zZ_QPr-TfY,"4PF6+Q6 Monohardi, Bangladesh",7MPG4PF6+Q6
2033,Charpata Union Health Center,22.9758497,90.6962853,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",মনির উদ্দিন মুন্সি বাড়ি রোড,ChIJU1QcA7jdVDcR_71W8vlghCU,"XMGW+8G Charbongshi, Bangladesh",7MJGXMGW+8G
2040,Bagadi Union Health Care Center,23.199277,90.68791920000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']","Bagadi Road, Baghadi",ChIJbTT1B_z7VDcReO9l1avI07Q,"5MXQ+P5 Baghadi, Bangladesh",7MMG5MXQ+P5
2041,Sachara Union Health and Family Welfare Center,22.4664297,90.6871803,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Ramkeshab,ChIJMfDlkk0vqzAR6xOfkpgRZls,"FM8P+HV Burhanuddin, Bangladesh",7MJGFM8P+HV
2042,Shukundi Union Health and Family Welfare Center,24.1202081,90.6871377,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Aral - Monohardi Road,ChIJ8yHjYKopVDcRJOccp71ytyA,"4MCP+3V Monohardi, Bangladesh",7MPG4MCP+3V
2057,Union Health and Family Welfare Center.,22.6702991,90.6740304,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Shantir Haat Road,ChIJ4x0EZUfVVDcR7rtdkBu3Wl8,"MMCF+4J Bara Char Lamchhi Pata, Bangladesh",7MJGMMCF+4J
2067,Sarisha Union Clinic,24.668333999999998,90.66800309999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Ishwarganj Upazila,ChIJR83fOEj3VjcRpHR_thNGv0g,"MM99+86 Bansati, Bangladesh",7MPGMM99+86
2068,Jangalia union health & family welfare centre,24.372694199999998,90.66675550000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Jangalia Bazar,ChIJmd-hoJ2JVjcRIwg76sFM3cU,"9MF8+3P Horshi, Bangladesh",7MPG9MF8+3P
2083,Union Health & Family Welfare Center,23.378618499999998,90.66148100000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Matlab Uttar Upazila,ChIJx7NcGl__VDcRdenH7XWo4Ts,"9MH6+CH Mandertali, Bangladesh",7MMG9MH6+CH
2098,Sohagi Union Health and Family Welfare Center,24.6950658,90.65359140000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Ishwarganj Upazila,ChIJkXFDLVD3VjcRUIlZiBR_KvU,"MMW3+2C Baraigaon, Bangladesh",7MPGMMW3+2C
2110,Union Health and Family Welfare Center,22.7016421,90.6428543,4,1,"['hospital', 'health', 'point_of_interest', 'establishment']","ভোলা সদর উপজেলা, R890",ChIJa_9E_nbVVDcRcIsM95BMm-Q,"PJ2V+M4 Bhola, Bangladesh",7MJGPJ2V+M4
2113,"Union health & family welfare centre, toke Kapasia",24.256755399999996,90.6398229,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Rajendrapur - Kapasia - Toke Road,ChIJk8x0wWWHVjcR4Sm2Wp8psOs,"7J4Q+PW Ghoradia, Bangladesh",7MPG7J4Q+PW
2114,Union health & family welfare centre,24.256746,90.639822,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Rajendrapur - Kapasia - Toke Road,ChIJk7WUtmGHVjcRhyJzanlDVC0,"7J4Q+MW Ghoradia, Bangladesh",7MPG7J4Q+MW
2118,Amdiya Union Health Center,23.8776302,90.6245145,4.8,9,"['hospital', 'health', 'point_of_interest', 'establishment']","Hatkhola,Amdiya, Narsingdi",ChIJ0a1bm2szVDcR8edAfvpQnoY,"VJHF+3R Amadiya Union, Bangladesh",7MMGVJHF+3R
2135,Union Health Center,23.866627800000003,90.5848755,4,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Charitaluk, Bholabo Union",ChIJU4q5_aLMVTcRY3AjedvsOQ0,"VH8M+MX Bholabo Union, Bangladesh",7MMGVH8M+MX
2138,Sadipur Union Health Center,23.7088378,90.5800776,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Sonargaon Upazila,ChIJV_YBK-G0VTcRrI7BcQWQriU,"PH5J+G2 Baghuri, Bangladesh",7MMGPH5J+G2
2155,Ramgopalpur Union Health Center,24.728070199999998,90.56352840000001,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Gouripur,ChIJvQg11XdXVjcRrjP3JZutjsY,"PHH7+6C Gouripur, Bangladesh",7MPGPHH7+6C
2165,Bandar Union Health Center,23.63263,90.54310040000001,4.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Bandar,ChIJhU2NxsezVTcREJJTmC88bP8,"JGMV+36 Bandar, Bangladesh",7MMGJGMV+36
2171,Union Health and Family Welfare Center,22.446490100000002,90.5308434,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Madhya Madanpura Road,ChIJ4y-TPvXXqjAR8VXThb6qUfw,"CGWJ+H8 Gosinga, Bangladesh",7MJGCGWJ+H8
2190,Union Health Center,23.1755135,90.50661159999999,4.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Bhedarganj Upazila,ChIJ3VrQqm0bVTcRGqLXacFf5qo,"5GG4+6J Shakhipur, Bangladesh",7MMG5GG4+6J
2193,Rampal Union Health and Family Welfare Center,23.543240899999997,90.4994585,5,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Rampal College Road, Munshiganj",ChIJ_9yGY0auVTcRaskAUcXzW-c,"GFVX+7Q Hatimara, Bangladesh",7MMGGFVX+7Q
2216,Dhipur Union Sub Center হাসপাতাল,23.4883242,90.4653217,4.8,4,"['hospital', 'health', 'point_of_interest', 'establishment']",Tongibari,ChIJt2Z4pEivVTcRRgQGfrYDMSI,"FFQ8+84 marialoy, Bangladesh",7MMGFFQ8+84
2263,Union Specialized Hospital Limited,23.7680306,90.426326,4.3,6,"['hospital', 'health', 'point_of_interest', 'establishment']","Jahurul Islam Avenue, Dhaka",ChIJocjOUInHVTcR7fJ7p4469qc,"QC9G+6G Dhaka, Bangladesh",7MMGQC9G+6G
2343,Mymensingh Union Specialized Hospital Ltd.,24.7473629,90.40804370000001,4.3,8,"['hospital', 'health', 'point_of_interest', 'establishment']","Dhaka-Mymensingh Road, Mymensingh",ChIJZ5HdzwhPVjcRD3U1gGL6khQ,"PCW5+W6 Mymensingh, Bangladesh",7MPGPCW5+W6
2552,Kola Union Sub-Health Center,23.551242000000002,90.3452026,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Sreenagar Upazila,ChIJx5WAw0GjVTcR5zBJ4DGpqts,"H82W+F3 Pania, Bangladesh",7MMGH82W+F3
2582,Rangashree Union Health and Family Welfare Center,22.5266881,90.3171206,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",কালীগঞ্জ বাজার।,ChIJe2tcw-bLqjARh7hu_0dl88A,"G8G8+MR Araibeki, Bangladesh",7MJGG8G8+MR
2588,Union Health and Family Welfare Centre,22.684664,90.3022451,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Nalchity Upazila,ChIJbZPde4k1VTcReb84-CboI74,"M8M2+VV Bot Tala, Bangladesh",7MJGM8M2+VV
2593,Kushangal Union Health Center,22.587927899999997,90.2921054,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",মানপাশা বাজার,ChIJL2sysWW1qjARHRnxbOwEycc,"H7QR+5R Abhaynil, Bangladesh",7MJGH7QR+5R
2611,Kumarbhog Union Health and Family Welfare Center,23.4744953,90.2779952,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Louhajang Upazila,ChIJHSy1SQ6fVTcR4i7Mc4Sy3pw,"F7FH+Q5 Mawa, Bangladesh",7MMGF7FH+Q5
2628,Banshati Union Health and Family Welfare Center,24.7660178,90.2561365,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Muktagacha,ChIJQ7N3oB43VjcRZPk9AOwZP8I,"Q784+CF Muktagacha, Bangladesh",7MPGQ784+CF
2666,Union Health and Family Welfare Center,25.004584100000002,90.2142277,5,3,"['hospital', 'health', 'point_of_interest', 'establishment']",Nakla Upazila,ChIJ3bnPcBnPVzcRUw7eTunH9xA,"2637+RM Bainjan, Bangladesh",7MQG2637+RM
2676,Ranapasha Union Health and Family Planning Center,22.553205,90.20752759999999,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Nattun Hatt Sarak,ChIJu6-ijYyzqjARB8wPJ3GFIyo,"H635+72 Mathbari, Bangladesh",7MJGH635+72
2683,Union Health Center,22.7477634,90.2050904,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Panchagram - Nabogram Road,ChIJm6p6OnZPVTcR5FaUS1vvoLE,"P6X4+42 Atghar Kuriana Union, Bangladesh",7MJGP6X4+42
2691,Ratnapur Union Health and Family Welfare Center,22.9133813,90.200374,4.8,5,"['hospital', 'health', 'point_of_interest', 'establishment']",Ratnapur,ChIJHdP_qRhDVTcRBO3LhZYpt2E,"W672+94 Ratnapur Union, Bangladesh",7MJGW672+94
2698,Ayla Union Health Sub-Centre,22.221838100000003,90.198927,4.5,2,"['hospital', 'health', 'point_of_interest', 'establishment']",Barguna,ChIJqzIQyjuWqjARP8t6N7SVY4U,"65CX+PH Ayla Patakata, Bangladesh",7MJG65CX+PH
2710,DM Khali Union Health and Family Welfare Center,24.2864848,90.18696440000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",চরচান্দা এম. খালী,ChIJLSdYpBkPVjcRvnIpIuJUrZU,"75PP+HQ Kalidas, Bangladesh",7MPG75PP+HQ
2716,Union Health And Family Welfare Centre,23.927371899999997,90.17900490000001,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Dhamrai,ChIJJdFl5qLvVTcR6iznX_UdCtU,"W5GH+WJ Kalampur, Bangladesh",7MMGW5GH+WJ
2729,Gabkhan Dhansiri Union Health Center,22.6448855,90.16972990000001,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Sekherhut - Jhalokathi Rd,ChIJPcowSfhNVTcRW1uPQ-To9_I,"J5V9+XV Jhalokati, Bangladesh",7MJGJ5V9+XV
2732,Khanjapur Union Health-Complex,23.0688508,90.16881120000001,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Kalkini Upazila,ChIJlT6RA25pVTcRiSbTi3jI_d8,"3599+GG Ajalia, Bangladesh",7MMG3599+GG
2752,Gorai Union Hospital,24.095713500000002,90.15201090000001,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']","Sohagpur Bazar, Mirzapur",ChIJ____fCrjVTcR4NKx-MwYnDw,"35W2+7R রহিমপুর, Bangladesh",7MPG35W2+7R
2784,Union Health and Family Center,24.8654628,90.118329,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Jamalpur Sadar Upazila,ChIJO7GkqDstVjcR4mrOgzZAcVI,"V489+58 Narundi, Bangladesh",7MPGV489+58
2790,Choto Buggy Union Complex Health Care Center,22.0587593,90.1132429,not found,not found,"['hospital', 'health', 'point_of_interest', 'establishment']",Chhota Bagi,ChIJG8qDmpabqjARPdpVJEXMI_g,"3457+G7 Chhota Bagi, Bangladesh",7MJG3457+G7
2797,Union Health Center,24.3763451,90.1020567,3.3,3,"['hospital', 'health', 'point_of_interest', 'establishment']","Sakhipur Upazila, Bagherbari",ChIJF71qtwgbVjcRalUmRwJUCQM,"94G2+GR Bagherbari, Bangladesh",7MPG94G2+GR
2811,Union Health and Family Welfare Center,24.0085049,90.0835765,5,1,"['hospital', 'health', 'point_of_interest', 'establishment']",Balia,ChIJfwin59H7VTcRuuUOCRDgijQ,"235M+CC Balia, Bangladesh",7MPG235M+CC
